titulo_servico,nome_orgao,categoria,status_do_servico,analise_relevancia
Reparo de tampão de sinal de trânsito quebrado ou ausente e de cabos expostos de sinal de transito,Companhia de Engenharia de Tráfego do Rio de Janeiro,Trânsito,Publicado,Fica
ISS – Vista de Processo da Gerência de Fiscalização,Secretaria Municipal de Fazenda,Tributos,Em Edição,Fica
Projeto NUPDEC – Núcleo de Proteção e Defesa Civil,Subsecretaria de Proteção e Defesa Civil,Cidadania,Publicado,Fica - Validado
Enquadramento de nível por curso de formação para professores,Secretaria Municipal de Administração,Servidor,Publicado,Fica
Criação de Conta Mobilidade Rio – Bilhetagem Digital Jaé,Secretaria Municipal de Transportes,Transporte,Publicado,Fica
Reconhecimento e sugestão de nominação de logradouros,Secretaria Municipal de Desenvolvimento Urbano e Licenciamento,Cidade,Publicado,Fica
"Nota Carioca – Emissão: casos de isentos, imunes e devedores do ISS",Secretaria Municipal de Fazenda,Tributos,Em Edição,Fica
Programa Selo de Acessibilidade e Inclusão,Secretaria Municipal da Pessoa com Deficiência,Cidadania,Em Edição,Fica
Fiscalização de poluição do solo,Secretaria Municipal de Meio Ambiente e Clima,Meio Ambiente,Publicado,Fica
Informações sobre senha para os benefícios,Instituto de Previdência e Assistência do Município do Rio de Janeiro,Servidor,Publicado,Fica
Fiscalização de abrigos para idosos (casas de repouso) por relatos de maus tratos,Secretaria Municipal do Envelhecimento Saudável e Qualidade de Vida,Licenças,Publicado,Fica
Valor das alíquotas e base de cálculo,Secretaria Municipal de Fazenda,Tributos,Em Edição,Fica
Tesouro – Cadastro dos dados bancários de Pessoas Físicas e Jurídicas,Secretaria Municipal de Fazenda,Tributos,Em Edição,Fica
Alteração de autorização de comércio ambulante,Coordenadoria de Licenciamento e Fiscalização,Ordem Pública,Publicado,Fica
Solicitação de alteração ou implantação de ponto de táxi,Secretaria Municipal de Transportes,Transporte,Publicado,Fica
Informações sobre atendimento à mulher vítima de violência (CEAM),Secretaria Especial de Políticas para Mulheres e Cuidados,Cidadania,Publicado,Fica
Fiscalização de poluição da água,Secretaria Municipal de Meio Ambiente e Clima,Meio Ambiente,Publicado,Fica
Licenciamento de aparelhos de transporte,Companhia Municipal de Energia e Iluminação,Licenças,Publicado,Fica
Limpeza de margens de rios,Companhia Municipal de Limpeza Urbana,Cidade,Publicado,Fica
Calendário da rede de Rodas de Samba,Secretaria Municipal de Cultura,Cultura,Publicado,Não fica - validado
Secretaria Municipal de Esportes,Secretaria Municipal de Esportes,Cultura,Publicado,Provavelmente fica
Informações sobre merenda escolar,Secretaria Municipal de Educação,Educação,Publicado,Não fica - validado
Certificado de Proteção do Imóvel,Secretaria Municipal de Desenvolvimento Urbano e Licenciamento,Cidade,Publicado,Fica
Informações sobre o Programa de Apoio ao Ensino Médio,Secretaria Municipal de Educação,Educação,Publicado,Fica
Informações sobre cadastro no Auxílio Habitacional Temporário,Secretaria Municipal de Habitação,Cidade,Publicado,Fica
Programa Cadeira Cativa - Ingressos gratuitos,Secretaria Municipal de Cultura,Cultura,Em Edição,Fica
Informações sobre Licitação e Pregão,Secretaria Municipal de Administração,Licenças,Publicado,Não fica - validado
Suspensão do abono de permanência,Instituto de Previdência e Assistência do Município do Rio de Janeiro,Servidor,Publicado,Fica
Informações sobre o Sistema BRT do Rio de Janeiro,Companhia Municipal de Transportes Coletivos,Transporte,Publicado,Fica
Fiscalização de animais silvestres em cativeiro,Secretaria Municipal de Meio Ambiente e Clima,Meio Ambiente,Publicado,Fica
"Licença Ambiental Municipal Comunicada para atividades industriais, de comércio e serviços (LAC)",Secretaria Municipal de Desenvolvimento Urbano e Licenciamento,Meio Ambiente,Publicado,Fica
Plano de Saúde - movimentações,Instituto de Previdência e Assistência do Município do Rio de Janeiro,Servidor,Publicado,Fica
Informações sobre cursos da Vigilância Sanitária,"Instituto Municipal de Vigilância Sanitária, Vigilância de Zoonoses e de Inspeção Agropecuária",Saúde,Publicado,Fica
Fiscalização da exposição de publicidade irregular,Coordenadoria de Licenciamento e Fiscalização,Cidade,Publicado,Fica
Requerimento de licença para trato de interesses particulares,Secretaria Municipal de Administração,Servidor,Publicado,Fica
Permuta de veículo – Táxi/Mototáxi,Secretaria Municipal de Transportes,Transporte,Publicado,Fica - Validado
Relação de empresas licenciadas para receber resíduos da construção civil (RCC),Secretaria Municipal de Desenvolvimento Urbano e Licenciamento,Meio Ambiente,Publicado,Fica
"Conservação e manutenção de passarelas, viadutos, pontes e túneis revestidos",Secretaria Municipal de Infraestrutura,Cidade,Publicado,Fica
Informações do Jaé no MetrôRio,Secretaria Municipal de Transportes,Transporte,Publicado,Fica
"Instalação, remoção e manutenção de placa com nome de rua",Superintendência Executiva de Patrimônio Imobiliário,Cidade,Publicado,Fica
ISS – Pagamento de Auto de Infração de ISS com desconto,Secretaria Municipal de Fazenda,Tributos,Em Edição,Fica
Informações sobre vacinação humana,Secretaria Municipal de Saúde,Saúde,Publicado,Fica
Informações sobre acerto de vida escolar (avanço ou retenção de ano),Secretaria Municipal de Educação,Educação,Publicado,Não fica - validado
Informações sobre Painel de Transparência de Obras do município do Rio de Janeiro,Secretaria Municipal de Infraestrutura,Cidade,Publicado,Fica
Informações sobre sinalização indicativa de serviço,Companhia de Engenharia de Tráfego do Rio de Janeiro,Transporte,Publicado,Fica
Prorrogação de prazo para vistoria de táxi,Secretaria Municipal de Transportes,Transporte,Publicado,Fica
Requerimento de readaptação do servidor,Secretaria Municipal de Administração,Servidor,Publicado,Fica
Informações sobre os Centros de Atenção Psicossocial (CAPS),Secretaria Municipal de Saúde,Saúde,Publicado,Fica
Multa de trânsito - Verificação da troca de Real Infrator,Secretaria Municipal de Transportes,Trânsito,Publicado,Fica
Licenciamento de serviço em vias públicas,Secretaria Municipal de Conservação e Serviços Públicos,Licenças,Publicado,Fica
Reparo de rampa de acesso em vias públicas,Secretaria Municipal de Conservação e Serviços Públicos,Cidade,Publicado,Fica
Cadastramento de Protetores Voluntários e de Protetores de Colônias,Secretaria Municipal de Proteção e Defesa dos Animais,Animais,Publicado,Fica
Informações sobre cadastramento para obtenção de gratuidade especial do Jaé,Secretaria Municipal de Saúde,Saúde,Publicado,Fica
Projeto Agente Experiente,Secretaria Municipal do Envelhecimento Saudável e Qualidade de Vida,Cidadania,Publicado,Fica
Informações sobre cobrança antecipada (tabelada) de corridas de táxi,Secretaria Municipal de Transportes,Transporte,Publicado,Fica
Informações sobre endereços de escolas municipais,Secretaria Municipal de Educação,Educação,Publicado,Não fica - validado
"Implantação de equipamentos de lazer em parques, praças e áreas verdes da cidade",Fundação Parques e Jardins,Cidade,Publicado,Fica
Avaliação de surto por doença transmitida por alimentos e água,"Instituto Municipal de Vigilância Sanitária, Vigilância de Zoonoses e de Inspeção Agropecuária",Saúde,Publicado,Fica
Planejamento urbano local e regional,Secretaria Municipal de Desenvolvimento Urbano e Licenciamento,Cidade,Publicado,Provavelmente não fica
Nota Carioca - Emissão de nota fiscal eletrônica,Secretaria Municipal de Fazenda,Tributos,Publicado,Fica
Casas de Convivência e Lazer para pessoas idosas,Secretaria Municipal do Envelhecimento Saudável e Qualidade de Vida,Saúde,Publicado,Fica
Nota Carioca – Retenção: tributos federais e ISS,Secretaria Municipal de Fazenda,Tributos,Em Edição,Fica
Inclusão de veículo - Táxi/Mototáxi,Secretaria Municipal de Transportes,Transporte,Publicado,Fica - Validado
Fiscalização de quiosque de praia,Coordenadoria de Licenciamento e Fiscalização,Licenças,Publicado,Fica
TAXI.RIO Cidades - Verificação de problemas no aplicativo,Empresa Municipal de Informática S.A.,Transporte,Publicado,Fica
Desvinculação em Dívida Ativa,Procuradoria Geral do Município do Rio de Janeiro,Tributos,Publicado,Fica
Gestão de contratos e/ou créditos habitacionais dos imóveis construídos pela RIO-URBE,Empresa Municipal de Urbanização - RIO-URBE,Cidade,Publicado,Fica
Baixa de Autorização de Publicidade,Coordenadoria de Licenciamento e Fiscalização,Licenças,Publicado,Fica
Homologação de materiais e equipamentos de iluminação pública,Companhia Municipal de Energia e Iluminação,Licenças,Publicado,Fica
Solicitação para ligação de águas pluviais na rede pública,Secretaria Municipal de Conservação e Serviços Públicos,Cidade,Publicado,Fica
Licença Municipal Prévia e de Instalação (LMPI),Secretaria Municipal de Desenvolvimento Urbano e Licenciamento,Licenças,Publicado,Fica
Certificado de Adequação de Imóvel (CAI) Protegidos pelo Patrimônio Cultural,Secretaria Municipal de Desenvolvimento Urbano e Licenciamento,Tributos,Publicado,Fica
Vistoria em ameaça ou queda de revestimento externo,Subsecretaria de Proteção e Defesa Civil,Cidade,Publicado,Fica
Informações sobre cópia de plantas de cursos d’água e redes de drenagem,Fundação Instituto das Águas do Município do Rio de Janeiro,Meio Ambiente,Em Edição,Fica
Alterações cadastrais em Dívida Ativa,Procuradoria Geral do Município do Rio de Janeiro,Tributos,Publicado,Fica
Informações sobre cremação de corpo ou membros,Secretaria Municipal de Conservação e Serviços Públicos,Cidade,Aguardando Aprovação,Fica
Projeto Vida Ativa,Secretaria Municipal do Envelhecimento Saudável e Qualidade de Vida,Saúde,Publicado,Fica
"Vistoria em ameaça de deslizamento de barreira, encosta e talude",Subsecretaria de Proteção e Defesa Civil,Cidade,Publicado,Fica
ISS – Cadastro de Contribuintes Autônomos no Emissor Nacional (NFS-e),Secretaria Municipal de Fazenda,Tributos,Publicado,Fica
ISS - Recurso Voluntário,Secretaria Municipal de Fazenda,Tributos,Publicado,Fica
ISS – Impugnação ao indeferimento da opção pelo Simples Nacional,Secretaria Municipal de Fazenda,Tributos,Publicado,Fica
Infração ao Código Disciplinar de Transporte de Passageiros - Defesa Prévia,Secretaria Municipal de Transportes,Transporte,Publicado,Fica
Circuito Carioca de Economia Solidária,Secretaria Municipal de Trabalho e Renda,Licenças,Publicado,Fica
Autorização de pesquisa em Unidades de Conservação,Secretaria Municipal de Meio Ambiente e Clima,Meio Ambiente,Publicado,Fica
Cadastro no ‘Push Processo’ para mensagens sobre o andamento de Processos Físicos,Secretaria Municipal da Casa Civil,Ouvidoria,Em Edição,Fica - Validado
ISS – Cumprimento de Exigência da Gerência de Fiscalização do ISS,Secretaria Municipal de Fazenda,Tributos,Publicado,Fica
"Vistoria em ameaça ou queda de passarela, ponte, viaduto e demais estruturas públicas",Subsecretaria de Proteção e Defesa Civil,Cidade,Publicado,Fica
Informações sobre distribuição de uniformes e material escolar,Secretaria Municipal de Educação,Educação,Publicado,Fica
Baixa de veículo - Táxi/Mototáxi,Secretaria Municipal de Transportes,Transporte,Publicado,Fica
Informações sobre os desfiles das Escolas de Samba das Séries Prata e Bronze e Blocos de Enredo,Empresa de Turismo do Município do Rio de Janeiro,Cultura,Publicado,Não fica - validado
"Fiscalização/inspeção de Feiras Livres, Feiras de Artes e Feiras Especiais",Secretaria Municipal de Ordem Pública,Ordem Pública,Publicado,Fica
Solicitação de palestras da Secretaria de Proteção e Defesa dos Animais,Secretaria Municipal de Proteção e Defesa dos Animais,Animais,Publicado,Fica
Requerimento de gratificação por substituição de cargo de confiança de direção,Secretaria Municipal de Administração,Servidor,Em Edição,Fica
Informações sobre surto psicótico,Secretaria Municipal de Saúde,Saúde,Publicado,Fica
Nota Carioca – Emissão de Nota para tomador estrangeiro,Secretaria Municipal de Fazenda,Tributos,Em Edição,Fica
Informações sobre Esgotamento Sanitário,Fundação Instituto das Águas do Município do Rio de Janeiro,Cidade,Em Edição,Não fica - validado
Usucapião,Secretaria Municipal de Fazenda,Cidadania,Em Edição,Não fica - validado
Nota Carioca – Sistema: formas de acesso,Secretaria Municipal de Fazenda,Tributos,Em Edição,Fica
"Nota Carioca – Recibo Provisório de Serviços: cancelamento, conversão e emissão",Secretaria Municipal de Fazenda,Tributos,Em Edição,Fica
Recurso para recuperação de mercadorias e equipamentos apreendidos,Coordenadoria de Controle Urbano,Cidade,Publicado,Fica
Verificação de irregularidades na Bilhetagem Eletrônica,Secretaria Municipal de Transportes,Transporte,Publicado,Fica
Comprovação do auxílio-creche,Instituto de Previdência e Assistência do Município do Rio de Janeiro,Servidor,Publicado,Fica
Campanha de adoção com os animais da Fazenda Modelo: “Maratona de Adoção”,Secretaria Municipal de Proteção e Defesa dos Animais,Animais,Publicado,Fica - Validado
Informações sobre o Projeto de Empreendedorismo Comunitário,Secretaria Municipal de Assistência Social,Família,Em Edição,Provavelmente fica
Abertura de termo para transporte escolar,Secretaria Municipal de Transportes,Transporte,Publicado,Fica
Reparação pós-destoca,Companhia Municipal de Limpeza Urbana,Cidade,Publicado,Fica
Manutenção de relógio digital,Superintendência Executiva de Patrimônio Imobiliário,Cidade,Publicado,Fica
Implantação de praças,Fundação Parques e Jardins,Meio Ambiente,Publicado,Fica
"Vistoria em deslizamento de barreira, encosta e talude",Subsecretaria de Proteção e Defesa Civil,Cidade,Publicado,Fica
ISS – Ciência de Decisão da Gerência de Fiscalização do ISS,Secretaria Municipal de Fazenda,Tributos,Em Edição,Fica
Solicitação para implantação de canteiros  e dispositivos especiais,Secretaria Municipal de Conservação e Serviços Públicos,Cidade,Publicado,Fica
Informações sobre pensão alimentícia de dependente de servidor inativo ou pensionista,Instituto de Previdência e Assistência do Município do Rio de Janeiro,Servidor,Publicado,Fica
ISS – Atividade de incorporação-construção imobiliária,Secretaria Municipal de Fazenda,Tributos,Aguardando Aprovação,Fica
Revisão de Projeto de Alinhamento (P.A.),Secretaria Municipal de Desenvolvimento Urbano e Licenciamento,Cidade,Publicado,Fica
Informações sobre implantação de área para embarque e desembarque,Companhia de Engenharia de Tráfego do Rio de Janeiro,Trânsito,Publicado,Fica
Conservação e manutenção de monumentos e chafarizes,Secretaria Municipal de Conservação e Serviços Públicos,Cidade,Publicado,Fica
Locação de Espaços no Planetário do Rio,Fundação Planetário da Cidade do Rio de Janeiro,Cultura,Em Edição,Fica
Informações sobre multas da SMDU,Secretaria Municipal de Desenvolvimento Urbano e Licenciamento,Cidade,Publicado,Fica
Informações sobre o Programa Hortas Cariocas,Secretaria Municipal de Meio Ambiente e Clima,Meio Ambiente,Publicado,Fica
Informações sobre a Contribuição para Custeio do Serviço de Iluminação Pública (COSIP),Secretaria Municipal de Fazenda,Tributos,Publicado,Fica
Registro de engenheiros e empresas do ramo de ar-condicionado e ventilação mecânica,Companhia Municipal de Energia e Iluminação,Licenças,Publicado,Fica
ISS – Prorrogação de prazo para apresentação de impugnação ou recurso,Secretaria Municipal de Fazenda,Tributos,Publicado,Fica
Revisão de pensão por falecimento,Instituto de Previdência e Assistência do Município do Rio de Janeiro,Servidor,Publicado,Fica
Informações sobre implantação de área de lazer,Companhia de Engenharia de Tráfego do Rio de Janeiro,Cidade,Publicado,Fica
Nota Carioca – Microempreendedor Individual,Secretaria Municipal de Fazenda,Tributos,Em Edição,Fica
Instalação de rampa de acesso em vias públicas,Companhia de Engenharia de Tráfego do Rio de Janeiro,Cidade,Publicado,Fica
Nota Carioca - Pagamento ou recurso de auto de infração,Secretaria Municipal de Fazenda,Tributos,Em Edição,Fica
Nota Carioca – Declaração de ausência de movimento,Secretaria Municipal de Fazenda,Tributos,Em Edição,Fica
Certificado de Aceitação das Condições de Acessibilidade,Secretaria Municipal de Transportes,Licenças,Publicado,Fica
"Transferência de matrícula por falecimento em Feiras Livres, Feiras Móveis, Feiras Especiais e Feirartes",Secretaria Municipal de Ordem Pública,Licenças,Publicado,Fica
"Limpeza, desassoreamento e manutenção de rios e canais",Fundação Instituto das Águas do Município do Rio de Janeiro,Cidade,Aguardando Aprovação,Fica - Validado
Informações sobre o Centro de Referência de Inclusão Produtiva - CRIP,Secretaria Municipal de Assistência Social,Família,Em Edição,Fica
Atendimento para pessoas vítimas de violência,Secretaria Municipal de Assistência Social,Família,Em Edição,Não fica - validado
Histórico de pagamentos em Dívida Ativa,Procuradoria Geral do Município do Rio de Janeiro,Tributos,Publicado,Fica
Licença Ambiental Municipal Prévia (LMP),Secretaria Municipal de Desenvolvimento Urbano e Licenciamento,Licenças,Publicado,Fica
Nota Carioca - Informações sobre crédito pendente,Secretaria Municipal de Fazenda,Tributos,Em Edição,Fica
Informações sobre o sistema Veritas,Secretaria Municipal de Fazenda,Servidor,Publicado,Fica
Desconto em contracheque de débito de encerramento de folha-servidor aposentado,Instituto de Previdência e Assistência do Município do Rio de Janeiro,Servidor,Publicado,Fica
Solicitação de desinterdição em serviços de alimentos e ensino,"Instituto Municipal de Vigilância Sanitária, Vigilância de Zoonoses e de Inspeção Agropecuária",Saúde,Publicado,Fica
"Isenção de TUAP para Feiras Livres, Feiras Móveis, Feiras Especiais e Feirartes",Secretaria Municipal de Ordem Pública,Licenças,Publicado,Fica
Instalação de equipamentos fotovoltaicos em imóveis protegidos,Secretaria Municipal de Desenvolvimento Urbano e Licenciamento,Licenças,Publicado,Fica
Licença para instalação de antenas,Secretaria Municipal de Desenvolvimento Urbano e Licenciamento,Licenças,Publicado,Fica
Informações sobre cães e gatos agressivos ou agressores,Secretaria Municipal de Proteção e Defesa dos Animais,Animais,Publicado,Fica - Validado
Informações sobre assistência financeira para funeral de dependente,Instituto de Previdência e Assistência do Município do Rio de Janeiro,Servidor,Publicado,Fica
"Fiscalização de aterro, terraplanagem ou extração mineral irregular",Secretaria Municipal de Meio Ambiente e Clima,Meio Ambiente,Publicado,Fica
"Nota Carioca - Alteração de usuário, definição de perfil, acesso do contador",Secretaria Municipal de Fazenda,Tributos,Aguardando Aprovação,Fica
Notificação de descumprimento de acordo - Procon Carioca,Secretaria Especial de Proteção e Defesa do Consumidor,Cidadania,Publicado,Fica
"ISS – Pedido de exclusão do nome do responsável, pessoa jurídica (escritório contábil) ou contador, do perfil da Nota Carioca",Secretaria Municipal de Fazenda,Tributos,Aguardando Aprovação,Fica
Projeto Voluntários para atuação em proteção e Defesa Civil,Subsecretaria de Proteção e Defesa Civil,Cidadania,Publicado,Fica
Consulta sobre a regularidade de funcionamento de escola privada de Educação Infantil,Secretaria Municipal de Educação,Educação,Publicado,Fica
Centros Municipais de Referência da Pessoa com Deficiência,Secretaria Municipal da Pessoa com Deficiência,Cidadania,Publicado,Fica - Validado
Informações sobre financiamento imobiliário (carta de crédito),Instituto de Previdência e Assistência do Município do Rio de Janeiro,Servidor,Publicado,Fica
Desarquivamento de processo na Secretaria Municipal de Transportes,Secretaria Municipal de Transportes,Transporte,Publicado,Fica
Solicitação de Licença para tratamento de saúde para servidores municipais,Secretaria Municipal de Administração,Servidor,Publicado,Fica
Fiscalização de captação irregular de água,Secretaria Municipal de Meio Ambiente e Clima,Meio Ambiente,Publicado,Fica
Legislação do Regulamento do IPTU,Secretaria Municipal de Fazenda,Tributos,Em Edição,Fica
Fiscalização de obras de contenção em andamento,Fundação Instituto de Geotécnica do Município do Rio de Janeiro,Cidade,Publicado,Fica
CAD – Conselho de Administração do Previ-Rio,Instituto de Previdência e Assistência do Município do Rio de Janeiro,Servidor,Publicado,Não fica - validado
Cadastro de animais no Sisbicho,Secretaria Municipal de Proteção e Defesa dos Animais,Animais,Publicado,Fica
Editais Rio Capital Mundial do Livro 2025,Secretaria Municipal de Cultura,Cultura,Em Edição,Não fica - validado
Informações sobre o Programa Zonas de Cultura,Secretaria Municipal de Cultura,Cultura,Publicado,Não fica - validado
Informações sobre contagem volumétrica de veículos,Companhia de Engenharia de Tráfego do Rio de Janeiro,Transporte,Em Edição,Fica - Validado
Imposto de Renda para servidor inativo residente no exterior,Instituto de Previdência e Assistência do Município do Rio de Janeiro,Servidor,Publicado,Fica
Informações sobre troca de agência do Banco Santander para servidor inativo e pensionista,Instituto de Previdência e Assistência do Município do Rio de Janeiro,Servidor,Publicado,Fica
Isenção de ISS para empresas que realizaram obras em imóveis protegidos,Secretaria Municipal de Desenvolvimento Urbano e Licenciamento,Tributos,Publicado,Fica
Informações sobre a fiscalização ambiental,Secretaria Municipal de Meio Ambiente e Clima,Meio Ambiente,Publicado,Não fica - validado
Licença Municipal de Instalação (LMI),Secretaria Municipal de Desenvolvimento Urbano e Licenciamento,Licenças,Publicado,Fica
Arborização para liberação de Habite-se,Fundação Parques e Jardins,Meio Ambiente,Publicado,Fica
Vistoria em ameaça de rolamento de pedra,Subsecretaria de Proteção e Defesa Civil,Cidade,Publicado,Fica
Laudo Técnico de imóveis com data de construção igual ou anterior a 1938 e imóveis situados no entorno de bens tombados,Secretaria Municipal de Desenvolvimento Urbano e Licenciamento,Cidade,Publicado,Fica
Informações sobre desapropriação de imóvel para obras de Infraestrutura da SMI,Secretaria Municipal de Infraestrutura,Cidade,Publicado,Fica
Solicitação de transferência de titularidade de comércio ambulante,Coordenadoria de Licenciamento e Fiscalização,Licenças,Publicado,Fica
Licença de obras,Secretaria Municipal de Desenvolvimento Urbano e Licenciamento,Licenças,Publicado,Fica
Licença Municipal de Instalação e Operação (LMIO),Secretaria Municipal de Desenvolvimento Urbano e Licenciamento,Meio Ambiente,Publicado,Fica
Informações sobre vacinação de idosos contra a gripe em domicílio,Secretaria Municipal de Saúde,Saúde,Publicado,Fica
Projetos para novas construções no mesmo lote de imóveis protegidos,Secretaria Municipal de Desenvolvimento Urbano e Licenciamento,Cidade,Publicado,Fica
Corregedoria da Procuradoria Geral do Município do Rio de Janeiro,Procuradoria Geral do Município do Rio de Janeiro,Servidor,Publicado,Fica
Vistoria anual obrigatória - Transporte Complementar,Secretaria Municipal de Ordem Pública,Transporte,Publicado,Fica
Informações sobre a Família Acolhedora,Secretaria Municipal de Assistência Social,Família,Em Edição,Fica
Informações sobre o Parque Nacional da Tijuca,Secretaria Municipal de Meio Ambiente e Clima,Cidade,Publicado,Não fica - validado
Informações sobre fiscalização das instalações de aparelhos de transporte,Companhia Municipal de Energia e Iluminação,Transporte,Publicado,Fica
Busca e cadastramento de locações para produção audiovisual - Rio Film Commission,Distribuidora de Filmes S.A. - RIOFILME,Cultura,Publicado,Fica
Programa Idoso em Família,Secretaria Municipal do Envelhecimento Saudável e Qualidade de Vida,Cidadania,Publicado,Fica
Cópia de acordo de parcelamento em Dívida Ativa,Procuradoria Geral do Município do Rio de Janeiro,Tributos,Publicado,Fica
Informações sobre o Projeto de Volta à Terra Natal,Secretaria Municipal de Assistência Social,Família,Em Edição,Fica - Validado
Informações sobre Educação de Jovens e Adultos (EJA),Secretaria Municipal de Educação,Educação,Publicado,Fica
Verificação de achados e perdidos em táxis,Secretaria Municipal de Transportes,Transporte,Publicado,Fica
Cursos para Servidor Público Municipal - Informações,Secretaria Municipal de Administração,Servidor,Em Edição,Não fica - validado
Restituição de indébito de ISS,Secretaria Municipal de Fazenda,Tributos,Em Edição,Fica - Validado
Suspensão ou não reversão de pensão para filha solteira,Instituto de Previdência e Assistência do Município do Rio de Janeiro,Servidor,Publicado,Fica
Informações sobre inscrição para estágio na Riotur,Empresa de Turismo do Município do Rio de Janeiro,Cultura,Publicado,Fica
Encerramento de folha de pagamento do servidor público ativo,Secretaria Municipal de Administração,Servidor,Publicado,Fica
Naves do Conhecimento,"Secretaria Municipal de Ciência, Tecnologia e Inovação",Educação,Publicado,Fica
Cadastro para acesso às Cozinhas Comunitárias,Secretaria Municipal de Trabalho e Renda,Cidadania,Publicado,Fica
Busca e cadastramento de prestadores de serviço para produção audiovisual - Rio Film Commission,Distribuidora de Filmes S.A. - RIOFILME,Cultura,Publicado,Fica
Informações sobre a MultiRio,MULTIRIO - Empresa Municipal de Multimeios Ltda.,Educação,Publicado,Não fica - validado
Licenciamento de obra para atendimento ao consumidor em vias públicas,Secretaria Municipal de Conservação e Serviços Públicos,Licenças,Publicado,Fica
Instalação de temporizador de iluminação pública,Companhia Municipal de Energia e Iluminação,Cidade,Publicado,Fica - Validado
Informações sobre o programa de educação animal,Secretaria Municipal de Proteção e Defesa dos Animais,Animais,Publicado,Fica
Abertura de termo para transporte fretamento - Turismo / Eventos,Secretaria Municipal de Transportes,Transporte,Publicado,Fica
Termo Municipal de Encerramento (TME),Secretaria Municipal de Desenvolvimento Urbano e Licenciamento,Meio Ambiente,Publicado,Fica
Nota Carioca – Base de Cálculo: Deduções,Secretaria Municipal de Fazenda,Tributos,Em Edição,Fica
Autorização para Manejo de Fauna (AMF),Secretaria Municipal de Desenvolvimento Urbano e Licenciamento,Meio Ambiente,Publicado,Fica
Informações sobre Educação Ambiental no município do Rio de Janeiro,Secretaria Municipal de Meio Ambiente e Clima,Meio Ambiente,Publicado,Fica
Inscrição em Programa de Tratamento Antitabagismo,Secretaria Municipal de Saúde,Saúde,Publicado,Fica
Procuradoria Administrativa – PADM,Procuradoria Geral do Município do Rio de Janeiro,Servidor,Em Edição,Fica
Informações sobre posicionamento por tempo de serviço,Secretaria Municipal de Administração,Servidor,Publicado,Fica
Postos de Informações Turísticas da RIOTUR,Empresa de Turismo do Município do Rio de Janeiro,Cultura,Publicado,Fica
Informações sobre o Programa Documenta Rio,Secretaria Municipal de Assistência Social,Cidadania,Publicado,Fica
Cartão de Estacionamento para prestadores de serviços de utilidade pública,Secretaria Municipal de Transportes,Transporte,Publicado,Fica
Inclusão de Auxiliar - Transporte Complementar,Secretaria Municipal de Ordem Pública,Transporte,Publicado,Fica
Informações sobre Isenção / Imunidade / Não incidência no ISS,Secretaria Municipal de Fazenda,Tributos,Em Edição,Fica
"Solicitação de desinterdição em serviços de saúde, embelezamento e atividades físicas","Instituto Municipal de Vigilância Sanitária, Vigilância de Zoonoses e de Inspeção Agropecuária",Saúde,Publicado,Fica
Processo de Desapropriação,Procuradoria Geral do Município do Rio de Janeiro,Cidade,Publicado,Fica
Proteção de bens culturais de natureza material e imaterial,Secretaria Municipal de Desenvolvimento Urbano e Licenciamento,Cultura,Publicado,Fica
Pagamento do financiamento imobiliário do Previ-Rio – 2ª via de boleto bancário,Instituto de Previdência e Assistência do Município do Rio de Janeiro,Servidor,Publicado,Fica
Carteira de Projetos Urbanísticos Estruturantes da SMDU/SUBPU,Secretaria Municipal de Desenvolvimento Urbano e Licenciamento,Cidade,Publicado,Fica
Patrimônio – Parcelamento de débitos pelo uso de imóvel público do patrimônio municipal,Superintendência Executiva de Patrimônio Imobiliário,Tributos,Em Edição,Fica
Verificação de desrespeito à gratuidade,Secretaria Municipal de Transportes,Cidadania,Publicado,Fica
Verificação de ocorrências no BRT,Companhia Municipal de Transportes Coletivos,Transporte,Publicado,Fica
ISS – Impugnação ao Termo de Exclusão do Simples Nacional,Secretaria Municipal de Fazenda,Tributos,Publicado,Fica
Constituição de Pessoa Jurídica para atividade dispensada de alvará de licença de estabelecimento,Coordenadoria de Licenciamento e Fiscalização,Licenças,Publicado,Fica
Requerimento para aprovação de projeto técnico de pavimentação,Secretaria Municipal de Conservação e Serviços Públicos,Cidade,Publicado,Fica
Atualização cadastral - Transporte Complementar,Secretaria Municipal de Ordem Pública,Transporte,Publicado,Fica
TAXI.RIO Cidades - Informações sobre objeto perdido e verificação de irregularidades em táxi,Empresa Municipal de Informática S.A.,Transporte,Publicado,Fica
Parcelamento em casos de posse em Dívida Ativa,Procuradoria Geral do Município do Rio de Janeiro,Tributos,Publicado,Fica
Notificação de casos de intolerância religiosa,Secretaria Municipal da Casa Civil,Cidadania,Publicado,Fica
Informações sobre o DATA.RIO,Instituto Municipal de Urbanismo Pereira Passos,Cidade,Publicado,Fica - Validado
Informação sobre autorização para funcionamento de cemitérios e serviços funerários,Secretaria Municipal de Conservação e Serviços Públicos,Licenças,Aguardando Aprovação,Fica
Informações sobre emissão de licença para obras de contenção de encosta e de extração mineral,Fundação Instituto de Geotécnica do Município do Rio de Janeiro,Licenças,Aguardando Aprovação,Fica
"Pontos de referência, garagens e áreas de uso comum",Secretaria Municipal de Fazenda,Tributos,Em Edição,Fica
Fiscalização sanitária em criações de animais para fins comerciais,"Instituto Municipal de Vigilância Sanitária, Vigilância de Zoonoses e de Inspeção Agropecuária",Animais,Publicado,Fica
